Keyword,Location,Job_title,Job_link,Company,Company_link,Job_location,Post_time,Applicants_count,Job_description,Seniority_level,Employment_type,Job_function,Industries
Data Analyst,Canada,Sr Data Analyst,https://ca.linkedin.com/jobs/view/sr-data-analyst-at-epsilon-solutions-ltd-3569782610?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=iMhewWKo%2FcvGhJhOo2kdcw%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Epsilon Solutions Ltd.
              ",https://ca.linkedin.com/company/epsilon-solutions-canada?trk=public_jobs_topcard-org-name,"
              Calgary, Alberta, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","
        Location : Calgary, CA Job Description Collaborate with the Enterprise Architecture team to assess and collaborate on IT strategies. Develops and recommends standards, guidelines, and best practices Provides technical expertise and leadership to develop integration solutions spanning business processes, operating systems, applications and hardware platforms. Experience in creating re-usable component for handling Informatica metadata (Both Design and Operational) Experience on Data Stage accelerators/frameworks. Responsible for delivering the design recommendations of Common Data Platform. Technical competency in all data analysis tools and techniques Identify and analyze business needs versus existing applications and serve as the subject matter expert driving alignment through innovative solutions. Negotiates acceptable solutions to complex problems across multiple businesses and/or technical areas Works and communicates effectively with all levels of management.  Provide work estimates for cloud and data related activities. Assist with the managing of project and support resources, report status to functional managers as well as to project managers.
      ","
            Entry level
          ","
          Contract
        ","
            Information Technology
          ","
          IT Services and IT Consulting
          "
Data Analyst,Canada,Business Systems & Data Analyst,https://ca.linkedin.com/jobs/view/business-systems-data-analyst-at-diverse-lynx-3569921068?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=nZgZQcVcx8KTkmj%2BqzOCDA%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Diverse Lynx
              ",https://www.linkedin.com/company/diverselynx?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","Job Title: Business Systems & Data Analyst




Location: Remote in Canada




Type: contract




Job Details




Job summary




Roles & Responsibilities




Strong Business Systems & Data Analyst




BSA+ python,




Hands-on SQL knowledge.




Can extrapolate python scripts and capture Business & Transformation Rules




Must have Insurance domain knowledge, in particular Policy/Billing/Claim Center processes.




Familiar with Guidewire application.","
            Entry level
          ","
          Contract
        ","
            Information Technology
          ","
          IT Services and IT Consulting
          "
Data Analyst,Canada,Business Systems & Data Analyst,https://ca.linkedin.com/jobs/view/data-scientist-analyst-at-eteam-3577715844?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=V%2Fow0FBJRW38%2Fp4qU0SiHQ%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Diverse Lynx
              ",https://www.linkedin.com/company/diverselynx?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","
        Job   Title: Business Systems & Data Analyst  Location: Remote in Canada Type: contractJob Details Job summaryRoles & ResponsibilitiesStrong Business Systems & Data AnalystBSA+ python,Hands-on SQL knowledge.Can extrapolate python scripts and capture Business & Transformation RulesMust have Insurance domain knowledge, in particular Policy/Billing/Claim Center processes.Familiar with Guidewire application.
      ","
            Entry level
          ","
          Contract
        ","
            Information Technology
          ","
          IT Services and IT Consulting
          "
Data Analyst,Canada,Business Systems & Data Analyst,https://ca.linkedin.com/jobs/view/junior-data-migration-specialist-freelance-remote-at-braintrust-3596773898?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=tJ70Sv7dH6A0B4HjTwMdNA%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Diverse Lynx
              ",https://www.linkedin.com/company/diverselynx?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","
        Job   Title: Business Systems & Data Analyst  Location: Remote in Canada Type: contractJob Details Job summaryRoles & ResponsibilitiesStrong Business Systems & Data AnalystBSA+ python,Hands-on SQL knowledge.Can extrapolate python scripts and capture Business & Transformation RulesMust have Insurance domain knowledge, in particular Policy/Billing/Claim Center processes.Familiar with Guidewire application.
      ","
            Entry level
          ","
          Contract
        ","
            Information Technology
          ","
          IT Services and IT Consulting
          "
Data Analyst,Canada,Sr. Data Analyst,https://ca.linkedin.com/jobs/view/sr-data-analyst-at-diverse-lynx-3569918793?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=ge29j48lLAHdEYCsIy4kZg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Diverse Lynx
              ",https://www.linkedin.com/company/diverselynx?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","Job Title: Sr. Data Analyst




Location: Toronto, ON (Remote)




Job Type: Contract




Job Details




Job summary




Roles & Responsibilities




Summary: Analyze complex business processes. Identify, evaluate, develop and/or redesign systems and procedures to meet user requirements on large initiatives. Create detailed written user requirements for developers on large projects. Provide consultation to customers on business process redesign.




Assist in the development of system documentation and training materials as well as training processes




Essential Duties and Responsibilities: Own small/medium size projects, demonstrate strong business knowledge, require limited direction, give moderate guidance to others, handle complex problems, possess strong knowledge of SDLC




Gather, understand and document business objectives, specifications and requirements on medium/large size projects
Understand the Data Analytics Platform specifically Azure Platform (ADF, Synapse) and Visualisation tools (Tableau, Preferred - Power BI)
Develop, and execute unit/system test cases, scripts and plans. Facilitate testing activities within the team.
Define, design and document business flows and processes for medium/large projects.
Define and articulate business rules required for data accuracy and consistency. Define and resolve data quality issues. Act as the primary contact for the data management team/process
Provide support on applications supported within the organization. Mentor/train junior team members.
Identify, analyze, propose and document appropriate solutions for problems and issues that may impact the project. Identify and understand broader business impact. Determine solutions and escalate when appropriate. Use technical tools (SQL queries, process maps, etc) for problem resolution.
Understand and follow appropriate SDLC, quality validation processes and application processes.
Communicate status, solutions and concerns. Disseminate information in a timely manner within the team and across functions. Establish and maintain relationships within the business or function.
Provide cross-functional and business knowledge to develop business system and process alternatives.
Train others as appropriate on specific area of business or systems expertise. Assist in development of training materials and/or conduct training.




Qualifications: Extensive knowledge of the application development process. Strong knowledge of relational databases and cloud concepts. Familiarity with business process flow and/or entity relationship modeling. Strong communication (verbal/written/listening) skills. Good organizational skills.




Experience In Manufacturing Domain (Preferred)




Education and/or Experience: Bachelor degree preferred or relevant work experience in systems or business. 7+ years experience in systems support/development applying systems solutions to business problems.




Mandatory Experience in business analysis, data analysis, system testing, problem resolution, and training.","
            Entry level
          ","
          Contract
        ","
            Information Technology
          ","
          IT Services and IT Consulting
          "
Data Analyst,Canada,Data Analyst II - Analytic Delivery,https://ca.linkedin.com/jobs/view/data-analyst-ii-analytic-delivery-at-holman-3580516894?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=WEe2EFGx1N5seKPzYO65Cg%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Holman
              ",https://www.linkedin.com/company/holmanhq?trk=public_jobs_topcard-org-name,"
              Mississauga, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
      ","
          39 applicants
        ","At Holman, we exist to provide rewarding careers and better lives for employees and their families. We hire, train, empower, and reward exceptional people. Our journey is guided by our desire to get it right every time and the acknowledgement that we have an opportunity to be better. To be better, we have to do better, and to do better we must know better. That’s why we are listening, open to learning new things – about ourselves and each other. We will never stop striving for improved diversity, equity, and inclusion because we are successful together when we feel trusted and supported. It’s The Holman Way.




Below Is a Brief Overview Of These Programs (programs May Vary By Country Or Worker Type)




At Holman, your total compensation goes beyond your paycheck. To position you for success and provide a rewarding career and better life for you and your family, Holman is proud to offer you the benefits you deserve; including protection against illness, disability, loss of work, or preparation for retirement.

Health Insurance
Dental Insurance
Life and Disability Insurance
Flexible Spending and Health Savings Accounts
Employee Assistance Program
Retirement Plan
Paid Time Off
Tuition Reimbursement

We are currently accepting resumes for the role of Data Analyst II – Analytics Delivery.

What Will You Do

Collaboratively build dashboards and models using transactional data, asset management principles and other vehicle fleet-related metrics. These tools empower our client-facing user groups, who deliver insights to clients on how best to manage their fleet.

Our tools, dashboards, reports and methods answer questions like “When should I replace vehicles?” “How can I reduce my fleet’s carbon footprint”, “what’s driving my costs this year?” “how much can I expect to spend in maintenance if I don’t replace any units this year?” and others.

Through this work you will help advance the application of data science to the fleet management industry.

We are a small team of Data Analysts (<10). We work collaboratively, checking each other’s work as we go and building each other’s skills in the process. We have recently added PowerBI and Azure to our tool stack and are looking to bring an expert user onto our team to help us maximize the possibilities quickly.

Required Skills

Critical thinking as a leading strength
Strong proficiency with Power BI
Descriptive statistics foundation
Strong Communicator
Proven ability to problem-solve with data (5+ years)
Proven ability to manage and complex projects with multiple stakeholders and data sources (3+ years)
Working knowledge of relational databases (in order to collaborate smoothly with information teams)
Passionate about QA and documentation of everything you build

Education

BA/BS Preferably in the field of: Data Science, Statistics, Mathematics, Business or Computer Science
MBA with analytics focus, Finance, or a technical master’s degree

Preferred Skills

Forecast models
Advanced functions of Tableau
Business Objects/ Bi4 for complex reporting and visuals
Strong proficiency with SQL (Oracle, MSSQL Server, Postgres, etc.)
Power BI
DAX (Power BI related)
Power Query
SSRS
MS Azure tools
Python

Holman is a global automotive leader that serves both commercial and consumer clients The Holman Way by always doing the right thing for our people, our customers, and the community since 1924. The Holman story began nearly a century ago as a single Ford dealership in New Jersey. Today, Holman, headquartered in Mount Laurel, New Jersey, is one of the largest family-owned automotive service organizations in North America with more than 6,500 employees across North America, the UK, and Germany.

Holman delivers a unique range of automotive-centric services including industry-leading fleet management and leasing; vehicle fabrication and upfitting; component manufacturing and productivity solutions; powertrain distribution and logistics services; commercial and personal insurance and risk management; and retail automotive sales as one of the largest privately owned dealership groups in the United States. Guided by its deeply rooted core values and principles, Holman is continuously Driving What’s Right.

Holman provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.","
            Entry level
          ","
          Full-time
        ","
            Information Technology
          ","
          Motor Vehicle Manufacturing
          "
Data Analyst,Canada,Data and Insights Analyst,https://ca.linkedin.com/jobs/view/data-and-insights-analyst-at-harnham-3580002200?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=rb1u5zoPGYSYkeAgPWYQtQ%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Harnham
              ",https://uk.linkedin.com/company/harnham?trk=public_jobs_topcard-org-name,"
              Surrey, British Columbia, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          183 applicants
        ","DATA AND INSIGHTS ANALYST

GUILDFORD (3 DAYS IN THE OFFICE)

£44,000 - £55,000

A Data and Insights Analyst role to sit in the Customer Development team, using AWS, GCP, data visualization tools, and SQL.

Company

A health-focused business for people, pets, and our planet. The company is investing heavily in data analytics and is currently on a journey to transform its analytics capabilities.

TEAM

The Data and Insights Analyst will sit in the Customer Development team and report into Samuel. The role will involve interacting with Finance and Analytics & Insights team managers.

ROLE

The primary purpose of this role is to create a reporting platform where all dashboards and KPI reports can be collated and accessed by all users.

Cleaning and mining data to ensure data quality and accuracy when creating reports.
Helping build a database, with the purpose of tracking different KPIs, building reports, and providing insights on required areas.

Experience

Experience data cleaning and mining in a commercial setting
Exposure to cloud environment such as AWS or GCP tools

How To Apply

Please register your interest by sending your CV via the Apply link on this page.","
            Entry level
          ","
          Full-time
        ","
            Research, Analyst, and Information Technology
          ","
          Staffing and Recruiting
          "
Data Analyst,Canada,Data Scientist/Analyst,https://ca.linkedin.com/jobs/view/data-scientist-analyst-at-iq-hunt-ltd-3569910507?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=gymHbJO53MuoPnxdf6NjGw%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                IQ Hunt Ltd.
              ",https://ca.linkedin.com/company/iq-hunt-ltd-?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
      ","
          161 applicants
        ","The Hub Program at Client is modernizing its data reporting by improving user experience and introducing internal efficiencies, including the automation of indicator methodology calculations.




Our Client's disclosures of health information are made at the highest degree of anonymity possible while still meeting the research and/or analytical purposes. Client publicly releases aggregated data in a manner designed to minimize any risk of re-identification and residual disclosure.




Client is endeavouring to automate complex statistical disclosure controls (e.g. small cell-size suppression) to reduce the burden of their manual application, thereby introducing internal efficiencies and improve the timeliness of our reporting.




Services




Assess three statistical disclosure control tools (G-Confid, Tau-Argus and sdcTable) for their ability to meet Client's need to automate statistical disclosure control techniques (e.g. primary and complementary cell suppressions, rounding, etc) for a variety of multi-dimensional, linked and hierarchical aggregate data tables sourcing clinical databases and survey data, with the goal of minimizing disclosure risk while maximizing information utility.
Conduct a proof of concept demonstrating the tools' features and capabilities using a variety of aggregate Client data tables, while highlighting how each of the tools could fit into operational data production processes.
Write a report summarizing the findings and recommend which among these tools would best meet Client needs.
Create plain-language documentation to support the application of preferred disclosure control techniques to aggregate data sets using the recommended tool.
Knowledge transfer to support ongoing in-house operational application of the preferred statistical disclosure control techniques for future data releases.




Skill or Knowledge Skill Required Skill Level *




(Intermediate or Senior) COTS Configuration/Development SAS Macro Yes Intermediate SAS Programming Yes Intermediate Big Data Python Yes Intermediate R Yes Intermediate Leadership / Business Skills Analysis Yes Intermediate CIHI Business Understanding Yes Industry Best Practices/ Trends Yes Intermediate Problem-Solving Yes Senior Process Automation Yes Senior Verbal Communication Yes Intermediate Workflow Design Yes Intermediate Written Communication Yes Intermediate Coaching/ Mentoring Yes Intermediate Other G-Confid Yes Intermediate Tau-Argus Yes Intermediate sdcTable Yes Intermediate","
            Entry level
          ","
          Contract
        ","
            Engineering and Information Technology
          ","
          Staffing and Recruiting
          "
Data Analyst,Canada,Trauma Data Analyst - Trauma Services - Regular Part-Time (230739),https://ca.linkedin.com/jobs/view/trauma-data-analyst-trauma-services-regular-part-time-230739-at-sunnybrook-3589696212?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=GT17cmOVET22pZUdhZJUsg%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Sunnybrook
              ",https://ca.linkedin.com/company/sunnybrook-health-sciences-centre?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","Toronto, ON, CA Posted: 3/2/2023 10:59:03 AM

We currently have a Regular Part-Time (0.5 FTE) opportunity for a Trauma Data Analyst in the Trauma Services Department at our Bayview Campus.

Hours Of Work

Weekdays: Days; 8hrs; As per schedule

Summary Of Duties

The incumbent will participate in data collection, patient tracking and chart reviews for the Trauma Quality Improvement Program as well as the Ontario Trauma Registry.
Assignment of other required codes and scales. These include: CPT codes; ICD-10/external causes codes; Procedure codes; AIS 05 injury scaling
Entry of patient data into a computerized relational database from information collected on standardized forms (500-800 fields).
Generation of reports related to performance improvement and patient safety initiatives and statistical tracking.

Qualifications/Skills

Bachelor’s degree in health care related field or related post-secondary diploma in Health Information Management
Demonstrated suitable knowledge of medical terminology, pathology, anatomy, surgical procedures, and medical diagnostic & interventional terminology required. A clinical test will be required
Strong analytical capability with excellent attention to detail
Minimum (2) years’ experience with healthcare-related databases and registries
Computer competency with expert knowledge with Microsoft Office suite of applications including Excel, and PowerPoint. A technical test is required for the prospective candidate
Ability to work independently and as part of a team
Strong organizational skills and time management skills
Enthusiasm and ability to work under pressure and tight deadlines in a fast paced environment
Strong people skills are required
An excellent telephone manner and command of the English language is essential

Qualified candidates are invited to submit their cover letter and resume (in one document) quoting 230739 to:

Human Resources

Sunnybrook Health Sciences Centre

To apply, please click ""Apply for Position"" at the bottom of this page.

Sunnybrook Health Sciences Centre is committed to providing accessible employment practices that are in compliance with the Accessibility for Ontarians with Disabilities Act (AODA). If you require accommodation for disability during any stage of the recruitment process, please indicate this in your cover letter.

Sunnybrook Health Sciences Centre is strongly committed to inclusion and diversity within its community and welcomes all applicants including but not limited to: visible minorities, all religions and ethnicities, persons with disabilities, LGBTQ persons, and all others who may contribute to the further diversification of ideas.

Please be advised that in order to be eligible for employment at Sunnybrook, all new hires must have received the full series of a COVID-19 vaccine or combination of COVID-19 vaccines approved by Health Canada (e.g., two doses of a two-dose vaccine series, or one dose of a single-dose vaccine series); AND have received the final dose of the COVID-19 vaccine at least 14 days ago. Medical exemptions or any other kind of requested exemption based upon the Hospital’s obligations pursuant to the Ontario Human Rights Code will be considered on a case-by-case basis.","
            Entry level
          ","
          Part-time
        ","
            Information Technology
          ","
          Hospitals and Health Care
          "
Data Analyst,Canada,Trauma Data Analyst - Trauma Services - Regular Part-Time (230739),https://ca.linkedin.com/jobs/view/p1-data-analyst-wecjp00025652-at-randstad-canada-3577493096?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=uHQfXkO%2BzXI%2F%2Ft4vTtK%2FQQ%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Sunnybrook
              ",https://ca.linkedin.com/company/sunnybrook-health-sciences-centre?trk=public_jobs_topcard-org-name,"
              Toronto, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","
        Toronto, ON, CA Posted: 3/2/2023 10:59:03 AMWe currently have a Regular Part-Time (0.5 FTE) opportunity for a Trauma Data Analyst in the Trauma Services Department at our Bayview Campus.Hours Of WorkWeekdays: Days; 8hrs; As per scheduleSummary Of DutiesThe incumbent will participate in data collection, patient tracking and chart reviews for the Trauma Quality Improvement Program as well as the Ontario Trauma Registry.Assignment of other required codes and scales. These include: CPT codes; ICD-10/external causes codes; Procedure codes; AIS 05 injury scalingEntry of patient data into a computerized relational database from information collected on standardized forms (500-800 fields).Generation of reports related to performance improvement and patient safety initiatives and statistical tracking.Qualifications/SkillsBachelor’s degree in health care related field or related post-secondary diploma in Health Information ManagementDemonstrated suitable knowledge of medical terminology, pathology, anatomy, surgical procedures, and medical diagnostic & interventional terminology required. A clinical test will be requiredStrong analytical capability with excellent attention to detailMinimum (2) years’ experience with healthcare-related databases and registriesComputer competency with expert knowledge with Microsoft Office suite of applications including Excel, and PowerPoint. A technical test is required for the prospective candidateAbility to work independently and as part of a teamStrong organizational skills and time management skillsEnthusiasm and ability to work under pressure and tight deadlines in a fast paced environmentStrong people skills are requiredAn excellent telephone manner and command of the English language is essentialQualified candidates are invited to submit their cover letter and resume (in one document) quoting 230739 to:Human ResourcesSunnybrook Health Sciences CentreTo apply, please click ""Apply for Position"" at the bottom of this page.Sunnybrook Health Sciences Centre is committed to providing accessible employment practices that are in compliance with the Accessibility for Ontarians with Disabilities Act (AODA). If you require accommodation for disability during any stage of the recruitment process, please indicate this in your cover letter.Sunnybrook Health Sciences Centre is strongly committed to inclusion and diversity within its community and welcomes all applicants including but not limited to: visible minorities, all religions and ethnicities, persons with disabilities, LGBTQ persons, and all others who may contribute to the further diversification of ideas.Please be advised that in order to be eligible for employment at Sunnybrook, all new hires must have received the full series of a COVID-19 vaccine or combination of COVID-19 vaccines approved by Health Canada (e.g., two doses of a two-dose vaccine series, or one dose of a single-dose vaccine series); AND have received the final dose of the COVID-19 vaccine at least 14 days ago. Medical exemptions or any other kind of requested exemption based upon the Hospital’s obligations pursuant to the Ontario Human Rights Code will be considered on a case-by-case basis.
      ","
            Entry level
          ","
          Part-time
        ","
            Information Technology
          ","
          Hospitals and Health Care
          "
Data Analyst,Canada,P1- Data Analyst- WECJP00025630,https://ca.linkedin.com/jobs/view/p1-data-analyst-wecjp00025630-at-randstad-canada-3577486870?refId=cgFH8k0C8IK6UsnrJhfJ8w%3D%3D&trackingId=%2FaAMlB58U6%2BnGywd1JpY%2Fw%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,"
                Randstad Canada
              ",https://ca.linkedin.com/company/randstadcanada?trk=public_jobs_topcard-org-name,"
              Mississauga, Ontario, Canada
            ","
        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
      ","
          
          
            Be among the first 25 applicants
          
        ","Are you a Data Analyst looking for a new opportunity?

Are you looking for a new contract opportunity?

We are pleased to offer you a new contract opportunity for you to consider:

Data Analyst

Start: ASAP
Estimated length: 10 Months
Location: Mississauga
Hybrid role - 2-3 days onsite


Actively seeking for candidates with below requirements.

Advantages

You will have an opportunity to work with a leading employer in the local market.

Responsibilities

Lead data analytics process with the product team to gather insights and identify


solutions

Collect, organize, analyze, and present insights through visualization reports.
Enable data-driven insights to be translated into decisions and actions by telling a


convincing story.

Establish practices around data objects, data quality rules for better collection,


documentation, and storage of data.

Participate in defining new features based on data insights across project initiatives.
Develop a data dictionary, simple queries and maintain them; produce various reports


using appropriate tools.

Prepare visual presentations to effectively engage all necessary stakeholders to support


success and obtain results.

Qualifications

Bachelor's degree in Computer Science or related technical field. MS/PhD would be a


strong asset.

4-6 years of experience as a data analyst
Experience with Data Design, Dimensional Modelling, Teradata, MS SQL, HiveQL,


Hadoop HDFS, Confluence, Jira.

Strong understanding of data design techniques and principles
Strong leadership and communication skills
Must be able to work effectively both on teams as well as be self-motivated, task


oriented and organized.

Strong customer focus and obsession with quality
Ability to work in a fast-paced and agile development environment
Ability to gather & document details / requirements /user stories from stakeholders for a


data request

Coordinate data conversations with stakeholders, data sources
Able to identify source systems and data steward
Process a security review in order to gain access, pull, and transmit data
Able to write and run SQL queries from Data Lake, Big Query, and Vendor Master as


Required

Validate query results to ensure it meets criteria/requirements
Stakeholder management
Experienced in JIRA , scrum ceremonies, and Agile Methodology
Retail/ Store Operations experience is a MUST HAVE
Creating dashboards in XLSX, Tableau or Power BI, SQL
Strong communication and story telling of data


Summary

Do you have this experience? If you answer YES, then please apply IMMEDIATELY to so we can then

discuss your experience and interest in this opportunity!

Randstad Technologies Group

Canada's largest provider of IT Staffing Solutions, offering hundreds of permanent and contract

opportunities across all roles, levels and platforms. Our Web-based tools help you see and apply for jobs

matched automatically to your skills and preferences. When you're ready to interview we meet with you in

person to help you build the technology career path you've always wanted. Visit www.randstad.ca to get

started!

Randstad Canada is committed to fostering a workforce reflective of all peoples of Canada. As a result, we are committed to developing and implementing strategies to increase the equity, diversity and inclusion within the workplace by examining our internal policies, practices, and systems throughout the entire lifecycle of our workforce, including its recruitment, retention and advancement for all employees. In addition to our deep commitment to respecting human rights, we are dedicated to positive actions to affect change to ensure everyone has full participation in the workforce free from any barriers, systemic or otherwise, especially equity-seeking groups who are usually underrepresented in Canada's workforce, including those who identify as women or non-binary/gender non-conforming; Indigenous or Aboriginal Peoples; persons with disabilities (visible or invisible) and; members of visible minorities, racialized groups and the LGBTQ2+ community.

Randstad Canada is committed to creating and maintaining an inclusive and accessible workplace for all its candidates and employees by supporting their accessibility and accommodation needs throughout the employment lifecycle. We ask that all job applications please identify any accommodation requirements by sending an email to accessibility@randstad.ca to ensure their ability to fully participate in the interview process.","
            Entry level
          ","
          Temporary
        ","
            Information Technology
          ","
          Staffing and Recruiting
          "
